file_name,size,doc_label
AJCH - Ventilation for Cage Racks (1) .msg,53248,A.01
A5.80_2011_10_17.pdf,1000345,F.06
DSCF0044.JPG,467517,F.05
Sleeve - Thickened Slab Conflict Proposal.pdf,865169,F.02
UMEP106B.pdf,496925,F.01
FSU_CCIT_EXTERIOR_CENTRAL.rvt,40738816,D.02
110721 Elec Shop 16225.docx,97622,F.03
1293543346.jpg,433804,F.05
ISSUE 25.pdf,32005,F.01
A506 - TYPICAL EXTERIOR DETAILS.pdf,402357,F.06
1293862887.jpg,580382,F.05
IMG_0521.JPG,1985374,F.05
"Cole, Stephen E._03Jan12 14.12.53_PSC - Work Order to replace - FIRE HYDRANT OUT OF SERVICE at SE corner of IPST Building -.msg",139776,A.01
1287910804.jpg,577174,F.05
DSCF0070.JPG,440450,F.05
"Fry, Kristen_31Jan12 11.58.30_RE Tawes (FSU) CTIC [QC5799] Abatement Pre-Planning Audit.msg",1057280,A.01
DSCF0013.JPG,484222,F.05
New Kahua Message Daily Report - 132017.msg,265216,F.01
ITEM%20#126100-003%20-%20Fixed%20Audience%20Seating%20-%20Samples.pdf,908459,F.03
1296422639.jpg,616901,F.05
B425%20PFH%20Submittal%20232123-01.0%20%26%2004.0%20Hydronic%20Pumps%2011.27.2012%20Pkg%20#0071%20HVAC%20Comments%202.docx,16164,F.03
AJCH - RFI 1032 Sketch.pdf,106141,F.02
DSCF0014.JPG,479926,F.05
IMG_3033.JPG,1225414,F.05
096513-00002  Resilient Molding Accessory - Transition Strips (TS-1) Product Data - BAL Final.pdf,1638383,F.03
110707 (54).JPG,493548,F.05
service road to get on the job.JPG,1857270,F.05
Pictures up to 12.29.10 846.jpg,974325,F.05
3rd floor ice zone one.JPG,1771835,F.05
document1.pdf,192858,F.01
0001-02300-001EarthworkQualification.pdf,2589307,F.03
DSCF0038.JPG,490910,F.05
1286863064.jpg,576107,F.05
Stella%20May%20CP#52%20(6-28-15).pdf,10169,C.02
M204-2 - FOURTH FLOOR MECHANICAL PLAN - PART 2.dwg,1628068,F.06
DSCN0747.JPG,2191581,F.05
Dynasty%20Equipment%20CP#19%20(9-13-15).pdf,10594,C.02
DSCN3459.JPG,2005161,F.05
2016_02_25_Furniture_Booklet_Revisions.pdf,42637,E.01
5013-14 jobsite pics 024.jpg,43085,F.05
9_2013 03 17 Optional Mech Partnering Ballinger.pdf,67664,C.01
DSCF0040.JPG,486588,F.05
DSCF0049.JPG,479517,F.05
DSCN0573.JPG,2257683,F.05
Attachment A - Staffing Plan Form UMCP Bioeng.xlsx,17928,C.02
09 3-LF2-30 - GENERAL CHEMISTRY LAB 2312 PLANS & ELEVATIONS.pdf,568053,D.02
1294240944.jpg,541625,F.05
"January 15,2014 Daily Report.doc",89600,F.01
1292837798.jpg,603997,F.05
BSU RFI 199 - BAS Ethernet Connection Location.pdf,65365,F.02
20100524 WIC Meeting Minutes.docx,54289,F.01
1286520143.jpg,605371,F.05
1286381467.jpg,663478,F.05
07-259-379-00-EL106A.zip,3396759,D.02
DSC02612.JPG,1430951,F.05
01 5000 - temporary facilities.pdf,32920,D.02
PG-066.15.jpg,74207,F.05
E208-1.dwg,246549,D.02
0208121054b.jpg,528249,F.05
FSU- CCIT ASI 22.29 Comparison.docx,6234528,C.02
DSCN2409.JPG,2294663,F.05
0207121251b.jpg,331457,F.05
1289859055.jpg,600723,F.05
AJCH - Additional Builders Risk Insurance to Cover MCE FFE.msg,18944,A.01
IMG_0784.JPG,1748553,F.05
DSCN1984.JPG,1868211,F.05
0001-107113-1 Aluminum Sunshade Units_reviewed.pdf,17790802,F.03
057300-007 - Metal Railings - Weldings Certificate.pdf,1864698,F.03
00001-07180-001 Traffic Coatings Color Selection.pdf,233148,F.03
1288816789.jpg,643078,F.05
Convergint%20CP%20#51%20(02-11-17).pdf,15921,C.02
1286440098.jpg,581409,F.05
1288683962.jpg,577763,F.05
07-259-379-00-FA104.zip,2072152,D.02
FW BioE - Sliding Door Product Cut Sheet.msg,173568,A.01
099123-00007 - Epoxy Coating System Product Data - BAL Final.pdf,1719874,F.03
S0-1 - General Notes.pdf,840819,D.02
Transmittal_Submittal - 087100--61.0 62.0 (Responded and Closed).pdf,39928,F.03
INSP-00417_pdf.pdf,373651,F.04
1286627198.jpg,635312,F.05
C__Users_rpoley_AppData_Local_Microsoft_Windows_Temporar.pdf,28526,F.02
DSCN2208.JPG,2264648,F.05
11 E242A ROOF PLAN SOUTH LIGHTING BID ALTERNATE.dwg,348594,D.02
18 BS001 ROUTER AND SYNC.pdf,112353,F.01
1.2 Bid vs Budget.pdf,540765,C.02
UM ESJ 1-20-15 (10).jpg,70258,F.05
tr 2012.08.15 (to MDE).pdf,29250,D.01
BioE 6th floor Building Performance - AE Responses .pdf,69879,D.01
07-259-379-00-A420.zip,426838,F.01
AC%26R%20CP#19%20110815%20Amended.pdf,15501,C.02
DSC02417.JPG,1499497,F.05
IMG_2561.JPG,1972588,F.05
CR 0004 - Gilbane Change Request Recap Sheet  10_14_10.PDF,134187,C.02
S5.08_2011_10_17.pdf,342384,F.06
ICE-PCO-810298.pdf,291626,C.02
Dynasty%20Equipment%20CP#51%20(04-23-16).pdf,15478,C.02
AIW%20CP#35%2008-06-16.pdf,15457,C.02
13 FA232 THIRD FLOOR PLAN SOUTH FIRE ALARM.pdf,361773,F.01
08 3-A4-41 - ENLARGED ELEVATION - SOUTH ENTRY VESTIBULE.pdf,799967,D.02
PDI%20Sheetz%20CP#65%20(08-13-16).pdf,17422,C.02
Tech-Spec_Trek Table.pdf,53894,E.01
RFI-00676 - Deleting hoods and safety edge for Overhead Doors.pdf,49047,F.02
IMG_2034.JPG,322688,F.05
1291518562.jpg,581396,F.05
retaining wall footer D-F.JPG,1668978,F.05
5013-14 jobsite pics 016.jpg,33653,F.05
RFI-00258.0-Additional_Support_Requir.htm,16971,F.02
ROMAND.shx,22534,F.06
DSCN0245.JPG,2222672,F.05
01 7419x - Form CWM-4-Demo.pdf,17448,F.01
1294036701.jpg,559176,F.05
1286823387.jpg,617009,F.05
1289828968.jpg,580142,F.05
December 22.09 150.jpg,2046807,F.05
08 3-A8-01 - MECH- BASEMENT LEVEL FINISH FLOOR PLAN OVERALL.pdf,409855,D.02
Email from Dave on DIM.pdf,53497,D.01
A926.dwfx,3652283,F.01
"11.15.2013%20Submittal%20093000%20-%2001.0,%2002.0,%2021.0,%2035.1,%2015.1%20-%20PKG%20#00512.pdf",720568,F.03
BSU NSC COR227_Recon Alloc3_Loading Dock Equip_Approved.pdf,1395339,C.02
124500 - 15180 - 2.01.E approved as noted.pdf,307789,F.03
Pictures up to 12.29.10 023.jpg,1141846,F.05
